,accuracy,precision,recall,f1,roc_auc,pr_auc
CatBoost_Full,0.759377591337008,0.19830654067983802,0.6509566968781471,0.30400225744250575,0.7841856417754945,0.28275942157393713
CatBoost_Without_CODE_GENDER,0.7568736484399134,0.19615478218544657,0.6493454179254784,0.30129433204055883,0.7820849131154987,0.2796989884085968
